"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role#1","Name URI#1","Name#2","Name Role#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Genre#3","Genre URI#3","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Frequency#1","Language Term#1","Language Term URI#1","Form#1","Form URI#1","Extent#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Physical Description Note#1","Form#2","Form URI#2","Abstract#1","Note#1","Note#2","Note#3","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Subject Geographic#6","Subject Geographic URI#6","Local Identifier#1","Persistent Identifier#1","Physical Location#1","Shelf Locator#1","Related Item Title#1","Related Item Type#1","Related Item Identifier#1","Related Item Title#2","Related Item Type#2","Related Item Identifier#2","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Panoramic Photography from Fire Towers on Colorado National Lands","","List of panoramic negatives for locations in Colorado and South Dakota","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","inventories","http://vocab.getty.edu/page/aat/300027045","","","","","","","","[1941-09-29/1941-10-10]","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","1 page","image/jpeg","local","reformatted digital","","","","An envelope that stores panoramic photograph negatives from the U.S. Forest Service. There is an inventory of the contents of the envelope printed on the outside. The inventory records information such as negative number, forest, date, and subject. ","Related photographs by identifier: maps_coFiretowerPanoramas_MF01_d.pdf; 
maps_coFiretowerPanoramas_MF02_d.pdf; 
maps_coFiretowerPanoramas_MF03_d.pdf; 
maps_coFiretowerPanoramas_MF04_d.pdf; 
maps_coFiretowerPanoramas_MF05_d.pdf; 
maps_coFiretowerPanoramas_MF06_d.pdf; 
maps_coFiretowerPanoramas_MF07_d.pdf; 
maps_coFiretowerPanoramas_MF08_d.pdf; 
maps_coFiretowerPanoramas_MF09_d.pdf; 
maps_coFiretowerPanoramas_MF10_d.pdf; 
maps_coFiretowerPanoramas_MF11_d.pdf; 
maps_coFiretowerPanoramas_MF12_d.pdf; 
maps_coFiretowerPanoramas_MF13_d.pdf; 
maps_coFiretowerPanoramas_MF14_d.pdf; 
maps_coFiretowerPanoramas_MF15_d.pdf; 
maps_coFiretowerPanoramas_MF16_d.pdf; 
maps_coFiretowerPanoramas_MF17_d.pdf.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","","","","","","","","","","","","","maps_coFiretowerPanoramas_MFfolder_d.jpg","https://doi.org/10.60807/p5853l","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","91","1255853","5560","maps_coFiretowerPanoramas_MFfolder_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~91~1255853"
"Panoramic Photography from Fire Towers on Colorado National Lands","","List of panoramic negatives for locations in Colorado and Wyoming","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","inventories","http://vocab.getty.edu/page/aat/300027045","","","","","","","","[1941-08-06/1941-09-09]","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","1 page","image/jpeg","local","reformatted digital","","","","An envelope that stores panoramic photograph negatives from the U.S. Forest Service. There is an inventory of the contents of the envelope printed on the outside. The inventory records information such as negative number, forest, date, and subject. ","Related photographs by identifier: maps_coFiretowerPanoramas_MC01_d.pdf; 
maps_coFiretowerPanoramas_MC02_d.pdf; 
maps_coFiretowerPanoramas_MC03_d.pdf; 
maps_coFiretowerPanoramas_MC04_d.pdf; 
maps_coFiretowerPanoramas_MC05_d.pdf; 
maps_coFiretowerPanoramas_MC06_d.pdf; 
maps_coFiretowerPanoramas_MC07_d.pdf; 
maps_coFiretowerPanoramas_MC08_d.pdf; 
maps_coFiretowerPanoramas_MC09_d.pdf; 
maps_coFiretowerPanoramas_MC10_d.pdf; 
maps_coFiretowerPanoramas_MC11_combo_d.pdf; 
maps_coFiretowerPanoramas_MC12_combo_d.pdf; 
maps_coFiretowerPanoramas_MC13_combo_d.pdf; 
maps_coFiretowerPanoramas_MC14_d.pdf; 
maps_coFiretowerPanoramas_MC15_d.pdf; 
maps_coFiretowerPanoramas_MC16_d.pdf; 
maps_coFiretowerPanoramas_MC17_d.pdf; 
maps_coFiretowerPanoramas_MC18_d.pdf; 
maps_coFiretowerPanoramas_MC19_d.pdf.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007158","Wyoming (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007923","","","","","","","","","maps_coFiretowerPanoramas_MCfolder_d.jpg","https://doi.org/10.60807/vhvo65","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","43","1255901","5560","maps_coFiretowerPanoramas_MCfolder_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~43~1255901"
"Panoramic Photography from Fire Towers on Colorado National Lands","","List of panoramic negatives for locations in Colorado, Kansas, and South Dakota","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","inventories","http://vocab.getty.edu/page/aat/300027045","","","","","","","","[1942-1944]","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","1 page","image/jpeg","local","reformatted digital","","","","An envelope that stores panoramic photograph negatives from the U.S. Forest Service. There is an inventory of the contents of the envelope printed on the outside. The inventory records information such as negative number, forest, date, and subject. ","Related photographs by identifier: maps_coFiretowerPanoramas_MB01_d.pdf; maps_coFiretowerPanoramas_MB02_d.pdf; maps_coFiretowerPanoramas_MB03_d.pdf; maps_coFiretowerPanoramas_MB04_d.pdf; maps_coFiretowerPanoramas_MB05_d.pdf; maps_coFiretowerPanoramas_MB06_d.pdf; maps_coFiretowerPanoramas_MB07_d.pdf; maps_coFiretowerPanoramas_MB08_d.pdf; maps_coFiretowerPanoramas_MB09_d.pdf;  maps_coFiretowerPanoramas_MB10_d.pdf; maps_coFiretowerPanoramas_MB11_d.pdf; maps_coFiretowerPanoramas_MB12_d.pdf; maps_coFiretowerPanoramas_MB13_d.pdf; 
maps_coFiretowerPanoramas_MB14_d.pdf; maps_coFiretowerPanoramas_MB15_d.pdf.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007158","Kansas (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007254","South Dakota (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007713","","","","","","","maps_coFiretowerPanoramas_MBfolder_d.jpg","https://doi.org/10.60807/n3l65f","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","23","1255921","5560","maps_coFiretowerPanoramas_MBfolder_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~23~1255921"
"Panoramic Photography from Fire Towers on Colorado National Lands","","List of panoramic negatives for locations in Colorado, South Dakota, and Wyoming","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","inventories","http://vocab.getty.edu/page/aat/300027045","","","","","","","","[1942-09-16/1943-05-19]","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","1 page","image/jpeg","local","reformatted digital","","","","An envelope that stores panoramic photograph negatives from the U.S. Forest Service. There is an inventory of the contents of the envelope printed on the outside. The inventory records information such as negative number, forest, date, and subject. ","Related photographs by identifier: maps_coFiretowerPanoramas_MD01_d.pdf
maps_coFiretowerPanoramas_MD02_d.pdf, 
maps_coFiretowerPanoramas_MD03_d.pdf, 
maps_coFiretowerPanoramas_MD04_d.pdf, 
maps_coFiretowerPanoramas_MD05_d.pdf, 
maps_coFiretowerPanoramas_MD06_d.pdf, 
maps_coFiretowerPanoramas_MD07_d.pdf, 
maps_coFiretowerPanoramas_MD08_combo_d.pdf, 
maps_coFiretowerPanoramas_MD09_01_combo_d.pdf, 
maps_coFiretowerPanoramas_MD10_combo_d.pdf, 
maps_coFiretowerPanoramas_MD11_d.pdf, 
maps_coFiretowerPanoramas_MD12_d.pdf, 
maps_coFiretowerPanoramas_MD13_d.pdf, 
maps_coFiretowerPanoramas_MD14_d.pdf, 
maps_coFiretowerPanoramas_MD15_d.pdf, 
maps_coFiretowerPanoramas_MD16_d.pdf, 
maps_coFiretowerPanoramas_MD17_d.pdf.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Colorado (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007158","Wyoming (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007923","South Dakota (United States, North America) (first order administrative divisions)","http://vocab.getty.edu/page/tgn/7007713","","","","","","","maps_coFiretowerPanoramas_MDfolder_d.jpg","https://doi.org/10.60807/89uzcz","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","61","1255883","5560","maps_coFiretowerPanoramas_MDfolder_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~61~1255883"
"Panoramic Photography from Fire Towers on Colorado National Lands","","List of panoramic negatives in White River National Forest","Devised","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","inventories","http://vocab.getty.edu/page/aat/300027045","","","","","","","","[1943]","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","Registers (Lists)","http://id.loc.gov/authorities/genreForms/gf2014026166","1 page","image/jpeg","local","reformatted digital","","","","An envelope that stores panoramic photograph negatives from the U.S. Forest Service. There is an inventory of the contents of the envelope printed on the outside. The inventory records information such as negative number, forest, date, and subject. ","Related photographs by identifier: maps_coFiretowerPanoramas_MA01_d.pdf; maps_coFiretowerPanoramas_MA02_d.pdf; maps_coFiretowerPanoramas_MA03_d.pdf; maps_coFiretowerPanoramas_MA04_d.pdf; maps_coFiretowerPanoramas_MA05_d.pdf; maps_coFiretowerPanoramas_MA06_d.pdf.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","White River National Forest (Colorado, United States, North America) (national forest)","http://vocab.getty.edu/page/tgn/2767041","","","","","","","","","","","maps_coFiretowerPanoramas_MAfolder_d.jpg","https://doi.org/10.60807/6mlxbx","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","7","1255937","5560","maps_coFiretowerPanoramas_MAfolder_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~7~1255937"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Lyon County state park lake","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-05-09","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken around Lyon County State Lake near Emporia, Kansas. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Photograph does not have horizontal degree labels.","","","Lakes","http://id.loc.gov/authorities/subjects/sh85074030","Flood dams and reservoirs","http://id.loc.gov/authorities/subjects/sh85049156","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Lyon County State Lake (Lyon, Kansas, United States, North America) (reservoir)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/477188","Emporia (Lyon, Kansas, United States, North America) (populated place)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/477524","","","","","","","","","maps_coFiretowerPanoramas_MB10_d.jpg","https://doi.org/10.60807/miu3ks","Jerry Crail Johnson Earth Sciences & Map Library","MB.10; Negative No. 82","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","17","1255926","5560","maps_coFiretowerPanoramas_MB10_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~17~1255926"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Meadow Mountain","Proper","Moe, Lester M.","photographer","local","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1935-09-03","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","infrared film ","http://vocab.getty.edu/page/aat/300226310","1 photograph : panorama ; 14 x 36 cm","image/jpeg","local","reformatted digital","Unmounted photograph","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Panoramic photograph taken from a lookout site at Meadow Mountain in Colorado. The photograph depicts an area of Rocky Mountain National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 60º – 180º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from a lookout site around Meadow Mountain.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Rocky Mountain National Park (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/1101823","Meadow Mountain (Boulder, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/178215","","","","","","","","","maps_coFiretowerPanoramas_MN04_d.jpg","https://doi.org/10.60807/t42vv7","Jerry Crail Johnson Earth Sciences & Map Library","MN.04; Negative No. 231","Meadow Mountain","constituent","maps_coFiretowerPanoramas_MN05_d.pdf","Meadow Mountain","constituent","maps_coFiretowerPanoramas_MN06_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","95","1255848","5560","maps_coFiretowerPanoramas_MN04_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~95~1255848"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Meadow Mountain","Proper","Moe, Lester M.","photographer","local","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1935-10-03","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","panchromatic film","http://vocab.getty.edu/page/aat/300127366","1 photograph : panorama ; 14 x 36 cm","image/jpeg","local","reformatted digital","Unmounted photograph","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Panoramic photograph taken from a lookout site at Meadow Mountain in Colorado. The photograph depicts an area of Rocky Mountain National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 180º – 300º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from a lookout site around Meadow Mountain.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Rocky Mountain National Park (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/1101823","Meadow Mountain (Boulder, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/178215","","","","","","","","","maps_coFiretowerPanoramas_MN05_d.jpg","https://doi.org/10.60807/gk03nt","Jerry Crail Johnson Earth Sciences & Map Library","MN.05; Negative No. 460","Meadow Mountain","constituent","maps_coFiretowerPanoramas_MN04_d.pdf","Meadow Mountain","constituent","maps_coFiretowerPanoramas_MN06_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","96","1255847","5560","maps_coFiretowerPanoramas_MN05_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~96~1255847"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Meadow Mountain","Proper","Moe, Lester M.","photographer","local","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1935-10-03","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","panchromatic film","http://vocab.getty.edu/page/aat/300127366","1 photograph : panorama ; 14 x 36 cm","image/jpeg","local","reformatted digital","Unmounted photograph","black-and-white photographs","http://vocab.getty.edu/page/aat/300128347","Panoramic photograph taken from a lookout site at Meadow Mountain in Colorado. The photograph depicts an area of Rocky Mountain National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from a lookout site around Meadow Mountain.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Rocky Mountain National Park (Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/1101823","Meadow Mountain (Boulder, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/178215","","","","","","","","","maps_coFiretowerPanoramas_MN06_d.jpg","https://doi.org/10.60807/0jsok9","Jerry Crail Johnson Earth Sciences & Map Library","MN.06; Negative No. 461","Meadow Mountain","constituent","maps_coFiretowerPanoramas_MN04_d.pdf","Meadow Mountain","constituent","maps_coFiretowerPanoramas_MN05_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","97","1255846","5560","maps_coFiretowerPanoramas_MN06_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~97~1255846"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Monarch Pass winter sports area","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-02-28","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken at the bottom of a ski slope in Monarch Pass. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 120°-140° azimuth.","","","Ski runs","http://id.loc.gov/authorities/subjects/sh89004125","Winter resorts","http://id.worldcat.org/fast/1176078","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Mountain passes","http://id.worldcat.org/fast/1028276","","","","","Monarch Pass (Chaffee, Colorado, United States, North America) (gap)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/189720","Cochetopa Park (Saguache, Colorado, United States, North America) (flat)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/190037","","","","","","","","","maps_coFiretowerPanoramas_MB11_d.jpg","https://doi.org/10.60807/j8kumg","Jerry Crail Johnson Earth Sciences & Map Library","MB.11; Negative No. 75","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","18","1255925","5560","maps_coFiretowerPanoramas_MB11_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~18~1255925"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Mt. Thorodin lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1941-08-09","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Mount Thorodin Mountain in Colorado. It depicts an area in Roosevelt National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 180º – 300º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from Mt. Thorodin lookout.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Mountains","http://id.loc.gov/authorities/subjects/sh85087823","","","","","Thorodin Mountain (Gilpin, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/181127","Roosevelt National Forest (Larimer, Colorado, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2628554","","","","","","","","","maps_coFiretowerPanoramas_MC07_d.jpg","https://doi.org/10.60807/z6dl67","Jerry Crail Johnson Earth Sciences & Map Library","MC.07; Negative No. 25","Mt. Thorodin lookout","constituent","maps_coFiretowerPanoramas_MC08_d.pdf","Mt. Thorodin lookout","constituent","maps_coFiretowerPanoramas_MC10_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","30","1255913","5560","maps_coFiretowerPanoramas_MC07_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~30~1255913"
