"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role#1","Name URI#1","Name#2","Name Role#2","Name URI#2","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Genre#3","Genre URI#3","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Date Captured#1","Frequency#1","Language Term#1","Language Term URI#1","Form#1","Form URI#1","Extent#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Physical Description Note#1","Form#2","Form URI#2","Abstract#1","Note#1","Note#2","Note#3","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Name#1","Subject Name URI#1","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Geographic#4","Subject Geographic URI#4","Subject Geographic#5","Subject Geographic URI#5","Subject Geographic#6","Subject Geographic URI#6","Local Identifier#1","Persistent Identifier#1","Physical Location#1","Shelf Locator#1","Related Item Title#1","Related Item Type#1","Related Item Identifier#1","Related Item Title#2","Related Item Type#2","Related Item Identifier#2","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Clark County State Park Lake","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-05-06","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken around Clark County State Lake in Ashland, Kansas. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Photograph does not have horizontal degree labels.","","","Lakes","http://id.loc.gov/authorities/subjects/sh85074030","Flood dams and reservoirs","http://id.loc.gov/authorities/subjects/sh85049156","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Clark County State Lake (Clark, Kansas, United States, North America) (reservoir)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/470698","Ashland (Clark, Kansas, United States, North America) (populated place)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/470769","","","","","","","","","maps_coFiretowerPanoramas_MB04_d.jpg","https://doi.org/10.60807/pp8ieg","Jerry Crail Johnson Earth Sciences & Map Library","MB.04; Negative No. 77","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","11","1255932","5560","maps_coFiretowerPanoramas_MB04_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~11~1255932"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Crow Creek Dam and Reservoir","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-06-03","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from Crow Creek Dam in Chamberlain, South Dakota. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Photograph does not have horizontal degree labels.","Cataloger's note: Not seeing a reservoir with the name ""Crow Creek"" located in South Dakota on current maps. Unsure if this is a photograph depicting a historical river or body of water around the Crow Creek Reservation near Chamberlain, South Dakota.","","Flood dams and reservoirs","http://id.loc.gov/authorities/subjects/sh85049156","Lakes","http://id.loc.gov/authorities/subjects/sh85074030","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Chamberlain (Brule, South Dakota, United States, North America) (populated place)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1265153","","","","","","","","","","","maps_coFiretowerPanoramas_MB02_d.jpg","https://doi.org/10.60807/xdgn3u","Jerry Crail Johnson Earth Sciences & Map Library","MB.02; Negative No. B","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","9","1255934","5560","maps_coFiretowerPanoramas_MB02_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~9~1255934"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Cushing Ranch Point lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-09-19","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Cushing Ranch Point in Wyoming. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 150º – 270º azimuth.","","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Medicine Bow National Forest (Albany, Wyoming, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2504717","","","","","","","","","","","maps_coFiretowerPanoramas_MD04_d.jpg","https://doi.org/10.60807/xyezy1","Jerry Crail Johnson Earth Sciences & Map Library","MD.04; Negative No. 194","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","47","1255896","5560","maps_coFiretowerPanoramas_MD04_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~47~1255896"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Custer Peak lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1943-05-18","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Custer Peak in South Dakota. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from the Custer Peak lookout.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Black Hills National Forest (Custer, South Dakota, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2176252","Custer Peak (Lawrence, South Dakota, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1261521","","","","","","","","","maps_coFiretowerPanoramas_MD11_d.jpg","https://doi.org/10.60807/pmk1n4","Jerry Crail Johnson Earth Sciences & Map Library","MD.11; Negative No. 201","Custer Peak lookout","constituent","maps_coFiretowerPanoramas_MD12_d.pdf","Custer Peak lookout","constituent","maps_coFiretowerPanoramas_MD13_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","54","1255889","5560","maps_coFiretowerPanoramas_MD11_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~54~1255889"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Custer Peak lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1943-05-18","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Custer Peak in South Dakota. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 180º – 300º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from the Custer Peak lookout.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Black Hills National Forest (Custer, South Dakota, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2176252","Custer Peak (Lawrence, South Dakota, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1261521","","","","","","","","","maps_coFiretowerPanoramas_MD12_d.jpg","https://doi.org/10.60807/xkd84l","Jerry Crail Johnson Earth Sciences & Map Library","MD.12; Negative No. 202","Custer Peak lookout","constituent","maps_coFiretowerPanoramas_MD11_d.pdf","Custer Peak lookout","constituent","maps_coFiretowerPanoramas_MD13_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","55","1255888","5560","maps_coFiretowerPanoramas_MD12_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~55~1255888"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Custer Peak lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1943-05-18","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Custer Peak in South Dakota. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 60º – 180º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from the Custer Peak lookout.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Black Hills National Forest (Custer, South Dakota, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2176252","Custer Peak (Lawrence, South Dakota, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/1261521","","","","","","","","","maps_coFiretowerPanoramas_MD13_d.jpg","https://doi.org/10.60807/onlzji","Jerry Crail Johnson Earth Sciences & Map Library","MD.13; Negative No. 203","Custer Peak lookout","constituent","maps_coFiretowerPanoramas_MD11_d.pdf","Custer Peak lookout","constituent","maps_coFiretowerPanoramas_MD12_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","56","1255887","5560","maps_coFiretowerPanoramas_MD13_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~56~1255887"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Devils Head lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1941-10-07","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from the Devils Head lookout site in Colorado. The photograph depicts an area of the Pike National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 180º – 300º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view of Pike National Forest.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Devils Head (Douglas, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/183572","Pike National Forest (Colorado, United States, North America)","http://vocab.getty.edu/page/tgn/2581029","","","","","","","","","maps_coFiretowerPanoramas_MF13_d.jpg","https://doi.org/10.60807/cd4m17","Jerry Crail Johnson Earth Sciences & Map Library","MF.13; Negative No. 66","Devils Head lookout","constituent","maps_coFiretowerPanoramas_MF14_d.pdf","Devils Head lookout","constituent","maps_coFiretowerPanoramas_MF15_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","86","1255857","5560","maps_coFiretowerPanoramas_MF13_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~86~1255857"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Devils Head lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1941-10-07","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from the Devils Head lookout site in Colorado. The photograph depicts an area of the Pike National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view of Pike National Forest.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Devils Head (Douglas, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/183572","Pike National Forest (Colorado, United States, North America)","http://vocab.getty.edu/page/tgn/2581029","","","","","","","","","maps_coFiretowerPanoramas_MF14_d.jpg","https://doi.org/10.60807/96fe8p","Jerry Crail Johnson Earth Sciences & Map Library","MF.14; Negative No. 67","Devils Head lookout","constituent","maps_coFiretowerPanoramas_MF13_d.pdf","Devils Head lookout","constituent","maps_coFiretowerPanoramas_MF15_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","87","1255856","5560","maps_coFiretowerPanoramas_MF14_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~87~1255856"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Devils Head lookout","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1941-10-07","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from the Devils Head lookout site in Colorado. The photograph depicts an area of the Pike National Forest. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 60º – 180º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view of Pike National Forest.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Devils Head (Douglas, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/183572","Pike National Forest (Colorado, United States, North America)","http://vocab.getty.edu/page/tgn/2581029","","","","","","","","","maps_coFiretowerPanoramas_MF15_d.jpg","https://doi.org/10.60807/6fygj8","Jerry Crail Johnson Earth Sciences & Map Library","MF.15; Negative No. 68","Devils Head lookout","constituent","maps_coFiretowerPanoramas_MF13_d.pdf","Devils Head lookout","constituent","maps_coFiretowerPanoramas_MF14_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","88","1255855","5560","maps_coFiretowerPanoramas_MF15_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~88~1255855"
"Panoramic Photography from Fire Towers on Colorado National Lands","In the interest of preserving and presenting the historical record, the University Libraries collects materials that document and demonstrate the perspectives presented by the creator. As a result, this item contains outdated language that does not reflect the current preferred terminology, or the values and norms of the University Libraries. On December 2021, the U.S. Board on Geographic Names officially renamed Colorado's Squaw Mountain to Mestaa'ėhehe Mountain.","Film exposure record for a photograph depicting Roosevelt National Forest","Devised","[National Forest System (U.S.)]","","http://id.loc.gov/authorities/names/n79054932","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","photography log books","http://vocab.getty.edu/page/aat/300457718","","","","","","","","Undated","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","logs (records)","http://vocab.getty.edu/page/aat/300202545","1 page","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","","","","A film exposure record noting the location and photographic details of a panoramic photograph captured from a fire tower at Thorodin Mountain in Colorado. The photograph captures key areas throughout Roosevelt and Arapaho National Forests including: James Peak, ""Squaw Mountain Lookout,"" Twin Sisters Lookout, and Arapaho Peak. The record and photograph were recorded for ""pre suppression guard planning"" or wildfire mitigation.","","","","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Cartographic mapping film","local","Panoramas","http://id.loc.gov/authorities/subjects/sh85097477","","","","","Thorodin Mountain (Gilpin, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/181127","Mestaa’ėhehe Mountain (Clear Creek, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/182066","Twin Sisters Peaks (Larimer, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/177952","James Peak (Gilpin, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/181399","North Arapaho Peak (Grand, Colorado, United States, North America) (summit)","https://edits.nationalmap.gov/apps/gaz-domestic/public/gaz-record/178428","Arapaho and Roosevelt National Forests (Colorado, United States, North America) (forest)","local","maps_coFiretowerPanoramas_osbornePanoCamera_H.pdf","https://doi.org/10.60807/0r5axd","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","106","1255944","5560","maps_coFiretowerPanoramas_osbornePanoCamera_H.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~106~1255944"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Film exposure record form","Devised","[National Forest System (U.S.)]","","http://id.loc.gov/authorities/names/n79054932","","","","Text","https://id.loc.gov/vocabulary/resourceTypes/txt.html","photography log books","http://vocab.getty.edu/page/aat/300457718","","","","","","","1941-06","","2026","","English","http://id.loc.gov/vocabulary/iso639-2/eng","logs (records)","http://vocab.getty.edu/page/aat/300202545","1 page","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","","","","A blank template of form R6-021. This form was meant to record film exposure details of panoramic photographs captured from fire towers across Colorado. The records and photographs were recorded for ""pre suppression guard planning"" or wildfire mitigation.","","","","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","Cartographic mapping film","local","Panoramas","http://id.loc.gov/authorities/subjects/sh85097477","","","","","","","","","","","","","","","","","maps_coFiretowerPanoramas_osbornePanoCamera_D.pdf","https://doi.org/10.60807/5dsijv","Jerry Crail Johnson Earth Sciences & Map Library","","","","","","","","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","102","1255840","5560","maps_coFiretowerPanoramas_osbornePanoCamera_D.pdf","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~102~1255840"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Finley Hill observation point","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-09-19","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 37.5 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Finley Hill observation point in Wyoming. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 300º – 60º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from the Finley Hill observation point.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Medicine Bow National Forest (Albany, Wyoming, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2504717","","","","","","","","","","","maps_coFiretowerPanoramas_MD05_d.jpg","https://doi.org/10.60807/4fvna6","Jerry Crail Johnson Earth Sciences & Map Library","MD.05; Negative No. 195","Finley Hill observation point","constituent","maps_coFiretowerPanoramas_MD06_d.pdf","Finley Hill observation point","constituent","maps_coFiretowerPanoramas_MD07_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","48","1255895","5560","maps_coFiretowerPanoramas_MD05_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~48~1255895"
"Panoramic Photography from Fire Towers on Colorado National Lands","","Finley Hill observation point","Proper","National Forest System (U.S.)","compiler","http://id.loc.gov/authorities/names/n79054932","","","","Still image","http://id.loc.gov/vocabulary/resourceTypes/img","panoramic photography","http://vocab.getty.edu/page/aat/300387602","landscapes (visual works)","http://vocab.getty.edu/page/aat/300015636","","","","","","1942-09-19","2026","1 copy","English","http://id.loc.gov/vocabulary/iso639-2/eng","black-and-white negatives","http://vocab.getty.edu/page/aat/300128343","1 photograph : panorama ; 15 x 38 cm","image/jpeg","local","reformatted digital","","","","Panoramic photograph taken from a lookout site at Finley Hill observation point in Wyoming. This photograph was captured to serve the needs of wildfire mitigation procedures undertaken by the United States Forest Service.","Panoramic photograph showing approximately 180º – 300º azimuth.","This photograph is 1 out of 3 related photographs. When combined, all three panoramas approximately depict a 360º view from the Finley Hill observation point.","","Fire lookout stations","http://id.loc.gov/authorities/subjects/sh85048504","Forest fires--Prevention and control","http://id.loc.gov/authorities/subjects/sh85050584","Forest management","http://id.loc.gov/authorities/subjects/sh85050603","","","","","","","Medicine Bow National Forest (Albany, Wyoming, United States, North America) (forest)","http://vocab.getty.edu/page/tgn/2504717","","","","","","","","","","","maps_coFiretowerPanoramas_MD06_d.jpg","https://doi.org/10.60807/31sx36","Jerry Crail Johnson Earth Sciences & Map Library","MD.06; Negative No. 196","Finley Hill observation point","constituent","maps_coFiretowerPanoramas_MD05_d.pdf","Finley Hill observation point","constituent","maps_coFiretowerPanoramas_MD07_d.pdf","The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.","https://rightsstatements.org/page/NoC-US/1.0/?language=en","49","1255894","5560","maps_coFiretowerPanoramas_MD06_d.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~60~60~49~1255894"
